OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,latitude,longitude
3216,MAXS #124,"I-24, EXIT 86 & US-41",Oak Grove,KY,460,3.04233333,36.665196,-87.421562
3221,Pilot #1440,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.399,35.3100919,-91.5671898
3221,Southern Travel Plaza,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,695,3.391,35.3100919,-91.5671898
3222,POMPANO TRUCK STOP,"I-95, EXIT 36B",Pompano Beach,FL,95,3.759,26.243162,-80.130316
3226,ONE9 #245,"I-81, EXIT 77 & SR-39",Harrisburg,PA,70,3.609,40.2663107,-76.8861122
3227,ONE9 MR FUEL #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,33.0186699,-80.1762704
3227,MR FUEL DBA ONE9 #64,"I-26 & US-17, EXIT 199",Summerville,SC,42,3.219,33.0186699,-80.1762704
3230,STRIPES #40815,US-281 & US-285,Falfurrias,TX,625,3.299,27.2725266,-98.1354294
3264,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,435,3.36733333,35.268157,-90.46814
3280,OUTPOST TRUCK STOP,US-85 & US-18/US-20,Lusk,WY,790,3.689,42.7553297,-104.4518377
3281,AMERICAN TRUCK PLAZA,I-80 EXIT 215 & SR-254,Milton,PA,138,3.799,41.0177269,-76.853084
3284,CASEYS #4390,"I-49/US-71, EXIT 77 & US-160",Lamar,MO,416,3.199,37.4950527,-94.2768736
3297,SAPP BROS TRAVEL CENTER,"I-80, EXIT 370",Cheyenne,WY,795,3.70066666,41.138437,-104.812406
3316,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock                       ,AR,695,3.249,34.784787,-92.258199
3326,MIRABITO #61,"I-81, EXIT 32",Central Square,NY,12,4.299,43.284341,-76.143582
3330,TA # 211 GREENLAND TRAVEL CENTER,"I-95, EXIT 3A & US-101",Greenland,NH,34,3.759,43.045347,-70.82114
3349,QUEEN CITY TRUCK STOP,"I-20 & I-59, EXIT150",Meridian,MS,705,2.939,32.36736,-88.67474
3383,E-Express at Central Truck Stop,"I-35, EXIT 137",Oklahoma City,OK,483,2.879,35.393761,-97.602513
3386,LONGMONT TRUCK STOP,"I-25/US-87, EXIT 240 & SR-119",Longmont,CO,800,3.239,40.1672117,-105.101928
3401,POPS Mart #333,"I-77, EXIT 48 & SR-200",Winnsboro,SC,46,3.09066666,34.3807012,-81.0864776
3413,COUNTRY GIRL TRUCK STOP,US-167 & SR-156,Winnfield,LA,590,3.319,31.925228,-92.63994
3415,JAYS EL CHEAPO FUEL STOP,"I-16, EXIT 104",Metter                                  ,GA,195,3.249,32.397118,-82.0601196
3418,Par Mar Store #164,"I-79, EXIT 105 & CR-7",Jane Lew,WV,165,3.999,39.1098747,-80.4067987
3421,ERNIES TRUCK STOP,"I-5, EXIT 142",Federal Way,WA,977,4.599,47.306433,-122.336834
3422,PWI #167,"I-10, EXIT 601",Seguin,TX,740,2.889,29.5688411,-97.9647269
3427,JOHNNYS MARKET,"I-69, EXIT 357",Fremont,IN,465,3.699,41.7308834,-84.9327395
3432,PILOT TRAVEL CENTER #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.709,40.7608729,-87.1508522
3432,PILOT TRAVEL CENTERS #34,"I-65, EXIT 201 & US-231",Remington,IN,365,3.659,40.7608729,-87.1508522
3435,PWI #168,"I-35, EXIT 266 & SR-195",Georgetown,TX,740,2.799,30.6370152,-97.6775634
3444,Acme Truck Stop,US-441/SR-500,Orlando,FL,140,3.449,28.5796805,-81.4073103
3460,CHROME TRUCK STOP,US-18 & US-169,Algona,IA,433,3.499,43.0768822,-94.2352219
3464,BOISE PETROLEUM LLC,"I-84,  EXIT 71",Boise,ID,785,3.379,43.6166163,-116.200886
3471,MR FUEL DBA ONE9 #72,"I-16, EXIT 160",Savannah,GA,195,3.13233333,32.0790074,-81.0921335
3471,ONE9 MR FUEL #72,"I-16, EXIT 160",Savannah,GA,195,3.119,32.0790074,-81.0921335
3475,PILOT TRAVEL CENTERS #56,"I-85, EXIT 63",Kannapolis,NC,46,3.499,35.477919,-80.626823
3477,CIRCLE K #4707404,"I-91, EXIT 7",Springfield,VT,170,3.699,43.287122,-72.475565
3479,FAST MARKET #4550,"I-75/SR-401, EXIT 136 & US-341",Perry,GA,85,3.099,32.4586695,-83.7319658
3493,CIRCLE K #2723675,"I-75, EXIT 290 & SR-20",Cartersville,GA,18,3.08566666,34.1652304,-84.7997613
3519,PILOT TRAVEL CENTERS #431,"I-10, EXIT 873",Orange,TX,610,3.309,30.0929879,-93.7365549
3522,SUNMART #308,US-59,Livingston                              ,TX,610,2.859,30.7244895,-94.9449846
3526,JOE STOP 99,"I-75, EXIT 99 & SR-119",Anna,OH,411,3.064,40.3948773,-84.1729332
3530,SPARKYS ONE STOP #22,"I-35, EXIT 111B & US-30",Jefferson,IA,320,3.23233333,42.016055,-94.3741093
3536,PETRO STOPPING CENTER #307,I-40 EAST & S LAKESIDE Dr,Amarillo,TX,585,3.279,35.1929313,-101.7990718
3539,Bigs 211,"I-10, EXIT 620 & SR-123",Seguin,TX,740,3.099,29.5688411,-97.9647269
3545,STOCKMENS TRUCK PLAZA,"I-494, EXIT 64A",South Saint Paul,MN,450,3.499,44.88046,-93.02438
3580,STINKER I 80 TRAVEL PLAZA,"I-80, EXIT 221 & SR-76",Sinclair,WY,838,3.759,41.7791754,-107.1162507
3585,CHEVRON,"I-80, EXIT 129",Lovelock,NV,966,3.499,40.17863,-118.477397
3588,BINGO TRUCK STOP,"I-10, EXIT 829 & SR-124",Winnie                                  ,TX,610,2.999,29.8202205,-94.3840777
3592,TA BRIDGER TRAVEL CENTER #188,"I-80, EXIT 30 & CR-202",Fort Bridger,WY,835,3.71566666,41.318578,-110.390518
3593,TA Parowan Travel Center,"I-15, EXIT 78",Parowan,UT,910,3.70566666,37.840126,-112.829391
3605,SPEEDYS #6,"I-35, EXIT 33",Saint Joseph,MO,400,3.169,39.765776,-94.81477
3608,FUEL MART #787,"I-57, EXIT 212 & US-36",Tuscola,IL,280,3.199,39.7998585,-88.2884552
3614,PILOT TRAVEL CENTERS #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799,41.6833813,-86.2500066
3614,PILOT TRAVEL CENTER #35,"I-80/90, EXIT 72 & US-31",South Bend                              ,IN,465,3.799,41.6833813,-86.2500066
3616,PILOT TRAVEL CENTERS #15,"I-75, EXIT 210",Toledo,OH,550,3.77233333,41.6529143,-83.5378173
3619,ROAD RANGER #141,"I-70, EXIT 23",Brazil,IN,375,3.659,39.523652,-87.1250154
3620,One9 #16,"I-71 & US-68, EXIT 50",Wilmington                              ,OH,315,3.14233333,39.448403,-83.825518
3645,SNOW SHOE TRAVEL PLAZA,"I-80, EXIT 147 & SR-144",Snow Shoe,PA,14,3.469,41.0308914,-77.9494489
3678,TIMES MARKET #299,US-281 BUS,Alice,TX,625,3.099,27.746829,-98.084154
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.559,42.6811436,-82.7368616
3688,SPEEDWAY #2314,"I-94, EXIT 243 & SR-29",New Baltimore,MI,342,3.579,42.6811436,-82.7368616
3692,CHARLOTTE TRAVEL PLAZA,"I-77,  EXIT 16B",Charlotte,NC,46,3.53233333,35.19534,-80.81711
3699,WARREN TRAVEL PLAZA,"I-69, EXIT 278 & SR-5",Warren,IN,375,3.399,40.6828226,-85.4271953
3702,BEARS DEN TRADING POST #101,ST 37 11 MI E OF MASSENA,Hogansburg                              ,NY,39,3.649,44.9739364,-74.6632416
3707,SPEEDWAY #4704,"I-90, EXIT 154",Albert Lea,MN,425,3.299,43.653102,-93.369291
3718,SPEEDWAY #4706,"I-90, EXIT 265",Chamberlain,SD,455,3.299,43.806522,-99.334525
3719,KEYSTONE TRUCK STOP,US-22 & SR-164,Loretto,PA,14,3.999,40.5029161,-78.6314019
3725,GENEVA TRUCK STOP,"I-79, EXIT 35/141",Cochranton                              ,PA,240,3.81566666,41.5200534,-80.0483929
3728,PLAZA 23 TRUCK STOP,"I-787, EXIT 2",Albany,NY,12,3.799,42.6511674,-73.754968
3737,JORDAN'S KWIK STOP #70,US-49,West Helena                             ,AR,435,3.399,34.554593,-90.6735223
3745,PILOT TRAVEL CENTER #906-TOWN PUMP,"I-90, EXIT 408 & SR-78",Columbus,MT,780,3.58066666,45.6366114,-109.252154
3759,EXXON,US-67 & SR-18,Newport,AR,695,4.13233333,35.6067154,-91.2830334
3767,SIMMONS TRAVEL CENTER,"I-95, EXIT 8 & US-301",Emporia,VA,180,3.099,36.6859828,-77.5424808
3772,Brake Time Corner Market,"I-25, EXIT 240",Burlington                              ,CO,800,3.499,39.303107,-102.264998
3774,SINCLAIR,"I-70, EXIT 438",Burlington                              ,CO,796,3.889,39.303107,-102.264998
3781,REATTA TRAVEL STOP,"I-76, EXIT 149 & SR-55/CR-81",Crook,CO,475,3.38233333,40.8578024,-102.8011867
3783,CIRCLE K #2744095,"I-25, EXIT 215",Denver,CO,800,3.299,39.6660361,-104.8673054
3794,SPEEDWAY #4701,"I-90, EXIT 73",Jackson,MN,425,3.299,43.624192,-94.988151
3817,FAST MARKET,"I-25, EXIT 158",Colorado Springs,CO,803,3.159,38.7922967,-104.7028483
3843,ONCUE EXPRESS #61,"I-35, EXIT 185 & US-77",Perry,OK,500,3.21566666,36.2907352,-97.288396
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.239,38.75649,-75.594211
3868,SHORE STOP #279,US-13,Greenwood,DE,194,3.259,38.75649,-75.594211
3888,Fics Plaza,"I-90, EXIT 184",Deer Lodge                              ,MT,816,3.519,46.397238,-112.732896
3889,CIRCLE K #2701686,"I-75, EXIT 220",Bradenton,FL,225,3.439,27.491923,-82.58077
3907,SUNOCO,US-46 & SR-93,Palisades Park,NJ,105,3.279,40.8423368,-74.0005015
3908,SEMINOLE TRUCK STOP,"I-75, EXIT 354",Fort Lauderdale,FL,95,3.699,26.121044,-80.142951
3927,MICCOSUKEE SERVICE PLAZA,"I-75, EXIT 49 & SR-84",Fort Lauderdale                         ,FL,95,3.66566666,26.121044,-80.142951
3936,Uncle Petes Truck  Stop,"I-40, EXIT 239 & US-70/SR-26",Lebanon,TN,460,2.989,36.2079779,-86.2910945
3946,Fast Lane,US-24 & US-63,Moberly,MO,310,3.469,39.4596817,-92.4348757
3949,SUNSTOP #337,"I-10/SR-8, EXIT 303 & US-441",Lake City,FL,75,3.699,30.188826,-82.637793
3956,CIRCLE K #2707451,US-27/SR-25 & SR-70,Lake Placid,FL,225,3.399,27.3121832,-81.3590344
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.489,42.21848,-85.787589
3964,SPEEDWAY #6604,"I-94, EXIT 66",Mattawan,MI,465,3.499,42.21848,-85.787589
3970,EXXON - Pilot #1293,"I-30, EXIT 61",Garland,TX,630,2.84233333,32.907748,-96.640291
3973,LOVES TRAVEL STOP #205,"I-35 & I-44, EXIT 137",Oklahoma City,OK,483,3.319,35.4729886,-97.5170536
3974,LOVES TRAVEL STOP #201,I-40 EXIT 41,Elk City,OK,483,3.12566666,35.4140081,-99.4138648
3975,SUNSTOP #334,"I-10, EXIT 335 & SR-121",Macclenny,FL,75,3.459,30.2821807,-82.1220569
3979,PETRO GARY 369,"I-80 & I-94, EXIT 9",Gary,IN,365,3.83066666,41.6020962,-87.3370646
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,635,3.499,33.2319551,-92.6313855
4008,BALDWIN TRAVEL PLAZA,"I-94, EXIT 19 & US HWY 63",Baldwin                                 ,WI,295,3.503,44.9667546,-92.3732461
4025,BP,"I-85, EXIT 21  & US-178",Anderson,SC,30,2.909,34.510773,-82.647178
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,695,3.375,35.272489,-93.143411
4035,PILOT TRAVEL CENTERS #430,"I-40,  EXIT 84",Russellville,AR,695,3.399,35.272489,-93.143411
4062,DUDLEYS TRUCK STOP RESTAURANT,US-220,Rocky Mount,VA,185,3.299,37.023618,-79.882589
4063,STUCKEY'S,"I-59, EXIT 67 & US-49",Hattiesburg,MS,620,2.999,31.3271189,-89.2903392
4080,SHELL DBA PILOT DEALER #874,US-41,Miami,FL,176,3.699,25.7335634,-80.3351103
4080,PILOT TRAVEL CENTERS #874,US-41,Miami,FL,176,3.699,25.7335634,-80.3351103
4101,E-Z MART #4411,HIGHWAY 69 & COBBLESTONE DR,Pryor,OK,560,3.099,36.2915651,-95.3147277
4113,ASAP GENERAL STORE #330,US-412/SR-15,Enid,OK,500,3.08233333,36.3971047,-97.8244755
4115,QUIKTRIP #707,"I-85 , EXIT 96",Atlanta,GA,18,3.34066666,33.769805,-84.414581
4119,JET FOOD STORE #82,US-441 & CR-13,Douglas,GA,10,3.44066666,31.5088073,-82.8498654
4156,PETRO STOPPING CENTER #305,"I-10, EXIT 582",San Antonio,TX,740,3.20733333,29.4246002,-98.4951405
4161,EL CHEAPO,I-95 & EXIT 76,Midway                                  ,GA,195,3.52566666,31.2373,-81.5008
4164,CIRCLE K #2723897,"I-75, EXIT 138",Thomasville,GA,20,3.23566666,30.840007,-83.978242
4169,TA KINGMAN TRAVEL CENTER,"I-40, EXIT 48 & US-93",Kingman,AZ,910,3.899,35.1895921,-114.0532996
4171,PETRO SERVE USA #11,US-2 & US-71,Bemidji,MN,355,3.499,47.5005383,-94.9101167
4172,FLYING J TRAVEL PLAZA #639,"I-90, EXIT 2",Post Falls,ID,970,3.76233333,47.716651,-116.947057
4179,CIRCLE K #2705352,"I-95/SR-405, EXIT 109 & SR-30/SR-21",Port Wentworth                          ,GA,195,3.099,32.149092,-81.1631681
4187,FLYING J TRAVEL PLAZA #632,"I-75, EXIT 320",Resaca,GA,285,3.29566666,34.580459,-84.942637
4193,TIGER MART #63,"I-20, EXIT 454",Grand Prairie,TX,630,3.599,32.676959,-97.023474
4199,PWI #574,"I-70, EXIT 193/US-40",Bunker Hill,KS,357,2.959,38.8758445,-98.7039655
4204,PILOT TRAVEL CENTERS #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.859,34.76008,-85.53108
4204,PILOT TRAVEL CENTER #415,"I-59, EXIT 4",Rising Fawn,GA,285,3.819,34.76008,-85.53108
4211,FLYING J #513,"I-15, EXIT 1",Jean,NV,910,3.73233333,35.7788568,-115.3243823
4220,KENNETT TRUCK STOP,"I-275, EXIT 16",Lawrenceburg                            ,IN,300,3.424,39.087451,-84.863944
4222,Circle K #4703906,"I-24, EXIT 24 & SR-49",Pleasant View,TN,460,2.899,36.3942164,-87.0366685
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.939,42.9600595,-78.4055767
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.889,42.9600595,-78.4055767
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.829,42.9600595,-78.4055767
4223,TA PEMBROKE TRAVEL CENTER,"I-90, EXIT 48A",Corfu,NY,38,3.839,42.9600595,-78.4055767
4227,LOVES TRAVEL STOP #203,"I-40, EXIT 140",Oklahoma City,OK,483,3.35566666,35.393761,-97.602513
4233,QUIKTRIP #7220,"I-20, EXIT 8",Shreveport,LA,745,2.89233333,32.4924133,-93.7696435
4239,SPEEDWAY #8256,"I-64, EXIT 94 & SR-1958 & US-60",Winchester,KY,410,2.92233333,37.990079,-84.1796503
4241,EXXON,"I-285, EXIT 53",Conley,GA,18,3.999,33.6448311,-84.3257571
4267,CONOCO,US-30 & SR-41,Gap,PA,160,3.799,39.987325,-76.0205073
4292,KUM & GO #0032,"I-80/US-6, EXIT 155 & SR-117",Colfax,IA,320,3.08233333,41.6777241,-93.2452335
4301,TIGER DISCOUNT TRUCKSTOP,"I-94, EXIT 64 & I-94 BUS",Dickinson,ND,807,3.51566666,46.8791756,-102.7896242
4311,Saveway Truck Plaza,"I-65, EXIT 164 & US-31",Hope Hull,AL,720,3.139,32.26986,-86.35719
4331,KWIK STOP C STORES,US-61/US-151,Dubuque,IA,335,3.559,42.4380998,-90.6802777
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.399,40.7667015,-87.992262
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.559,40.7667015,-87.992262
4332,PILOT TRAVEL CENTER #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.439,40.7667015,-87.992262
4332,PILOT TRAVEL CENTERS #468,"I-57, EXIT 283 & US-24",Gilman,IL,280,3.459,40.7667015,-87.992262
4335,HIGHWAY 20  AUTO TRUCK PLAZA,US-20,Peosta,IA,335,3.489,42.458406,-90.773964
4339,ROAD RANGER #273,I-69E/US-77 & SR-107,Combes,TX,639,3.049,26.2486851,-97.7338816
4349,ROAD RANGER #144,"I-380, EXIT 68US-20, EXIT 68",Evansdale,IA,565,3.729,42.4771838,-92.288411
4363,EL CHEAPO #4,"I-95, EXIT 87",Richmond Hill,GA,195,3.09566666,31.947028,-81.308085
4368,HOODS SERVICE CENTER,"I-44, EXIT 61",Bois D Arc,MO,535,3.074,38.353141,-92.747022
4372,GRADYS TRUCKSTOP,"I-16, EXIT 111",Pulaski                                 ,GA,195,3.46566666,32.3901752,-81.9567837
4373,KUM & GO #0043,"I-35, EXIT 43 & SR-207/CRG76",New Virginia,IA,320,3.114,41.180595,-93.7300396
4389,TAYLOR QUIK-PIK,"I-29, EXIT 75 & US-30",Missouri Valley,IA,486,3.399,41.559142,-95.902428
4395,BREAK TIME #3147,"I-55, EXIT 67 & US-62",Sikeston,MO,275,3.499,36.876719,-89.5878579
4417,TA MORIARITY TRAVEL CENTER,"I-40, EXIT 194",Moriarty,NM,580,3.21733333,35.008493,-106.029269
4419,CASEYS #3081,"I-35, EXIT 92 & US-136",Bethany,MO,400,3.06066666,40.2683344,-94.0282861
4427,CASEYS #2654,"I-80/US-6, EXIT 93 & CR-P28",Stuart,IA,320,3.099,41.500039,-94.31861
4431,CASEYS #2653,"US-63 & US-30, EXIT 202",Toledo,IA,320,3.349,41.9958439,-92.5790678
4437,UNDERWOOD TRUCK STOP I 80,"I-80, EXIT 17",Underwood                               ,IA,319,3.00066666,41.386605,-95.680976
4441,PILOT TRAVEL CENTERS #51,"I-81 BAILEYTON RD, EXIT 36",Greeneville,TN,405,3.56233333,36.165174,-82.812518
4442,Minuteman Food Mart #58,US-74/US-76,Delco,NC,245,3.50733333,34.3121811,-78.2086156
4445,TA Rogers,"I-94/US-52, EXIT 207 & SR-101",Rogers,MN,448,3.274,45.1888596,-93.5524563
4446,LOVES TRAVEL STOP #200,I-40 EXIT 74,Amarillo,TX,585,3.209,35.20729,-101.8371192
4451,PRAIRIE JUNCTION TRUCK STOP,"I-29, EXIT 109 & SR-34",Colman,SD,530,3.099,43.982472,-96.814497
4452,CASEYS #2867,US-63 & US-20,Waterloo,IA,380,3.499,42.4965314,-92.3491174
4458,KUM & GO #1443,"I-80, EXIT 216",Williamsburg,IA,380,3.13066666,41.660597,-92.00714
4460,EXIT 62 TRUCKSTOP,"I-71, EXIT 62 & US-127",Glencoe,KY,415,3.16566666,38.7145093,-84.8227255
4463,QUIKTRIP #7901,"I-20, EXIT 556 & US-69",Lindale,TX,710,2.80733333,32.515987,-95.409434
4482,FLYING J TRAVEL PLAZA #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.809,43.5648606,-116.176773
4482,FLYING J FUEL STOP #777,"I-84, EXIT 54(FEDERAL WAY)",Boise,ID,785,3.76566666,43.5648606,-116.176773
4492,3 MILE CORNER TRUCK STOP,US-2 & US-95,Bonners Ferry,ID,970,3.734,48.7315378,-116.2659434
4525,STINKER #42,US-12/US-95 & SR-128,Lewiston,ID,970,3.69733333,46.4219859,-117.030561
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.199,47.4784607,-120.3225375
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.119,47.4784607,-120.3225375
4528,WENATCHEE VALLEY TRUCK STOP,US-97 ALT,Wenatchee,WA,920,4.089,47.4784607,-120.3225375
4533,SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham                              ,AL,615,2.97566666,33.530651,-86.800929
4544,BIG CHARLIES TRUCK PLAZA,"I-64, EXIT 282 & US-13",Virginia Beach,VA,130,3.489,36.8496579,-75.9760751
4555,PILOT TRAVEL CENTERS #406,"I-65, EXIT 22 & US-31A/SR-11",Cornersville,TN,460,3.799,35.3614649,-86.8397237
4560,FAST STOP TRAVEL CENTERS #1109,"I-15, EXIT 392",Plymouth,UT,835,3.58233333,41.875499,-112.142657
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,40.4797828,-88.9939147
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,40.4797828,-88.9939147
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.399,40.4797828,-88.9939147
4563,PILOT TRAVEL CENTERS #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,40.4797828,-88.9939147
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.499,40.4797828,-88.9939147
4563,PILOT TRAVEL CENTER #299,"I-55/I-74/US-51, EXIT 160 & US-150/SR-9",Bloomington                             ,IL,280,3.599,40.4797828,-88.9939147
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.199,42.946202,-74.370213
4568,ONVO TRAVEL PLAZA,"I-90, EXIT 28",Fultonville,NY,12,3.159,42.946202,-74.370213
4569,METROPOLIS TRUCK STOP,"I-24, EXIT 37 & US-45",Metropolis,IL,490,3.599,37.1511655,-88.7319979
4574,Circle K #4701432,"I-74, EXIT 174",Mahomet,IL,280,3.669,40.195142,-88.4052266
4582,BIG CHIEF TRUCK STOP,"I-94/US-52, EXIT 61 & US-59/CR-82",Fergus Falls,MN,250,3.23566666,46.283015,-96.077558
4605,PILOT DEALER #898 SADLERS TRUCK STOP,"I-95, EXIT 11B & US-58",Emporia,VA,180,3.799,36.6859828,-77.5424808
4618,OUTPOST TRAVEL CENTER,"I-20, EXIT 5 & US-80",Greenwood,LA,745,2.899,32.433366,-93.963678
4620,PILOT TRAVEL CENTERS #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.22566666,28.865286,-82.0394286
4620,PILOT TRAVEL CENTER #95,"I-75, EXIT 329 & SR-44",Wildwood                                ,FL,225,3.319,28.865286,-82.0394286
4622,TA LEE HI TRAVEL PLAZA,"I-81,  EXIT 195",Lexington,VA,185,3.659,37.782024,-79.443877
4628,QUARLES #4601,US-29/US-17/US-15,Warrenton,VA,60,3.32233333,38.7135498,-77.795367
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399,40.1481349,-89.3636569
4637,THORNTONS #369 DBA PILOT TRAVEL CENTER #514,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499,40.1481349,-89.3636569
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.499,40.1481349,-89.3636569
4637,PILOT TRAVEL CENTER #514 - THORNTONS #369,"I-55, EXIT 126 & SR-10",Lincoln                                 ,IL,318,3.399,40.1481349,-89.3636569
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.199,39.3914252,-87.6936384
4642,MARSHAL JUNCTION,"I-70, EXIT 147 & SR-1",Marshall                                ,IL,510,3.399,39.3914252,-87.6936384
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.399,41.5261437,-87.8892189
4644,CIRCLE K #4706703,"I-80, EXIT 145A",Mokena,IL,290,3.339,41.5261437,-87.8892189
4654,7-ELEVEN #35087,"I-490, EXIT 2 & SR-33 & SR-19",Bergen,NY,190,4.029,42.044718,-3.743834
4655,QUICKLEES TRAVEL CENTER,"I-86, EXIT 30 & CR-20",Belmont,NY,190,3.999,42.222576,-78.032764
4690,PWI #401,"I-20 & I-30, EXIT 1B",Aledo,TX,630,2.799,32.6979939,-97.6039938
4700,A C TRUCKSTOP,"I-80, EXIT 290",Laramie                                 ,WY,795,3.079,41.27768,-104.689648
4704,THE RIDGE,"I-68/US-219, EXIT 14 & US-40",Accident,MD,165,4.199,39.6289521,-79.3208439
4707,SMITHTON TRUCKSTOP,"I-70, EXIT 39 & SR-3059",Smithton,PA,165,3.899,40.154113,-79.742255
4729,MINIT MART #600244,"I-70, EXIT 131",Straughn,IN,457,3.859,39.808183,-85.290936
4742,FLYING J TRAVEL PLAZA #684,"I-94, EXIT 1 & SR-16",Beach,ND,807,3.96566666,46.9180689,-104.0043728
4750,BROOKE TRAVEL PLAZA,"I-80, EXIT 259",West Liberty,IA,380,2.98733333,41.572418,-91.262385
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.349,-33.973813,151.075491
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.249,-33.973813,151.075491
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.369,-33.973813,151.075491
4762,TA MONROE TRAVEL CENTER,"I-75, EXIT 15",Monroe,MI,325,3.299,-33.973813,151.075491
4806,TRACK AND TRAVEL,"I-20, EXIT 406",Weatherford,TX,630,2.91733333,32.745542,-97.779857
4818,PILOT TRAVEL CENTER #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.799,43.1318937,-115.6939827
4818,PILOT TRAVEL CENTERS #350,"I-84 & US-20, EXIT 95",Mountain Home,ID,785,3.759,43.1318937,-115.6939827
4819,Alta Convenience #6333,"I-25, EXIT 11",Trinidad,CO,803,3.399,37.169262,-104.506275
4826,I-20 Truck Stop,"I-20, EXIT 165",Lincoln,AL,615,2.999,33.6131588,-86.1183061
4827,PETRO BEAUMONT #304,"I-10, EXIT 848",Beaumont,TX,610,3.33066666,30.084818,-94.145006
4837,SHELL,US-10 & SR-210,Motley,MN,522,3.399,46.3366315,-94.646125
4856,PILOT TRAVEL CENTER #910- TOWN PUMP,"I-90, EXIT 274 & US-287",Three Forks,MT,786,3.59733333,45.892606,-111.551448
4858,PILOT TRAVEL CENTER #1346,"I-135, EXIT 31",Newton,KS,570,3.3115,38.0469166,-97.3447244
4858,PILOT DEALER #1346,"I-135, EXIT 31",Newton,KS,570,3.409,38.0469166,-97.3447244
4860,PILOT TRAVEL CENTER #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899,41.1789256,-90.3159582
4860,PILOT TRAVEL CENTERS #476,"I-74, EXIT 32 & SR-17",Woodhull,IL,270,3.899,41.1789256,-90.3159582
4872,TA COMMERCE TRAVEL CENTER,"I-85, EXIT 149 & US-441",Commerce,GA,16,3.21566666,34.203997,-83.4571058
4874,PWI #110,"I-20, EXIT 112 & FM-1936",Odessa,TX,710,3.049,31.8457149,-102.367687
4878,SHELL DBA ONE9 #1426,"I-84, EXIT 35",Nampa                                   ,ID,785,3.374,43.5780381,-116.5616885
